"card_id","card_name","card_type","set_id","price_euros","rarity","artist"
"swsh12pt5gg-GG66","Roxanne","Trainer","swsh12pt5gg",7.33,"Rare Ultra","Toshinao Aoki"
"swsh12pt5gg-GG67","Origin Forme Palkia VSTAR","Pokémon","swsh12pt5gg",48.33,"Rare Secret","AKIRA EGAWA"
"swsh12pt5gg-GG68","Origin Forme Dialga VSTAR","Pokémon","swsh12pt5gg",55.63,"Rare Secret","AKIRA EGAWA"
"swsh12pt5gg-GG69","Giratina VSTAR","Pokémon","swsh12pt5gg",94.65,"Rare Secret","AKIRA EGAWA"
"swsh12pt5gg-GG70","Arceus VSTAR","Pokémon","swsh12pt5gg",63.67,"Rare Secret","AKIRA EGAWA"
"swsh12tg-TG01","Braixen","Pokémon","swsh12tg",1.25,"Trainer Gallery Rare Holo","Naoki Saito"
"swsh12tg-TG02","Milotic","Pokémon","swsh12tg",1.48,"Trainer Gallery Rare Holo","chibi"
"swsh12tg-TG03","Flaaffy","Pokémon","swsh12tg",1.45,"Trainer Gallery Rare Holo","saino misaki"
"swsh12tg-TG04","Jynx","Pokémon","swsh12tg",0.82,"Trainer Gallery Rare Holo","HYOGONOSUKE"
"swsh12tg-TG05","Gardevoir","Pokémon","swsh12tg",1.48,"Trainer Gallery Rare Holo","AKIRA EGAWA"
"swsh12tg-TG06","Malamar","Pokémon","swsh12tg",0.72,"Trainer Gallery Rare Holo","Fumie Kittaka"
"swsh12tg-TG07","Rockruff","Pokémon","swsh12tg",0.94,"Trainer Gallery Rare Holo","Hideki Ishikawa"
"swsh12tg-TG08","Passimian","Pokémon","swsh12tg",0.7,"Trainer Gallery Rare Holo","nagimiso"
"swsh12tg-TG09","Druddigon","Pokémon","swsh12tg",0.91,"Trainer Gallery Rare Holo","Teeziro"
"swsh12tg-TG10","Smeargle","Pokémon","swsh12tg",0.9,"Trainer Gallery Rare Holo","KIYOTAKA OSHIYAMA"
"swsh12tg-TG11","Altaria","Pokémon","swsh12tg",1.45,"Trainer Gallery Rare Holo","Yuu Nishida"
"swsh12tg-TG12","Kricketune V","Pokémon","swsh12tg",3.81,"Rare Holo V","HYOGONOSUKE"
"swsh12tg-TG13","Serperior V","Pokémon","swsh12tg",12.94,"Rare Holo V","Teeziro"
"swsh12tg-TG14","Blaziken V","Pokémon","swsh12tg",9.05,"Rare Holo V","nagimiso"
"swsh12tg-TG15","Blaziken VMAX","Pokémon","swsh12tg",8.08,"Rare Holo VMAX","KIYOTAKA OSHIYAMA"
"swsh12tg-TG16","Zeraora V","Pokémon","swsh12tg",7.21,"Rare Holo V","yuu"
"swsh12tg-TG17","Mawile V","Pokémon","swsh12tg",5.36,"Rare Holo V","saino misaki"
"swsh12tg-TG18","Corviknight V","Pokémon","swsh12tg",5.97,"Rare Holo V","KIYOTAKA OSHIYAMA"
"swsh12tg-TG19","Corviknight VMAX","Pokémon","swsh12tg",5.82,"Rare Holo VMAX","Shigenori Negishi"
"swsh12tg-TG20","Rayquaza VMAX","Pokémon","swsh12tg",32.72,"Rare Holo VMAX","Hideki Ishikawa"
"swsh12tg-TG21","Duraludon VMAX","Pokémon","swsh12tg",8.16,"Rare Holo VMAX","AKIRA EGAWA"
"swsh12tg-TG22","Blissey V","Pokémon","swsh12tg",5.71,"Rare Holo V","You Iribi"
"swsh12tg-TG23","Friends in Galar","Trainer","swsh12tg",7.51,"Rare Ultra","Sanosuke Sakuma"
"swsh12tg-TG24","Gordie","Trainer","swsh12tg",2.61,"Rare Ultra","Ryuta Fuse"
"swsh12tg-TG25","Judge","Trainer","swsh12tg",4.86,"Rare Ultra","Ryuta Fuse"
"swsh12tg-TG26","Professor Burnet","Trainer","swsh12tg",4.7,"Rare Ultra","kirisAki"
"swsh12tg-TG27","Raihan","Trainer","swsh12tg",3.81,"Rare Ultra","take"
"swsh12tg-TG28","Sordward & Shielbert","Trainer","swsh12tg",2.26,"Rare Ultra","nagimiso"
"swsh12tg-TG29","Rayquaza VMAX","Pokémon","swsh12tg",5.33,"Rare Secret","PLANETA Mochizuki"
"swsh12tg-TG30","Duraludon VMAX","Pokémon","swsh12tg",1.54,"Rare Secret","PLANETA Mochizuki"
"swsh2-100","Whiscash","Pokémon","swsh2",0.17,"Rare","kawayoo"
"swsh2-102","Galarian Runerigus","Pokémon","swsh2",0.25,"Rare","TOKIYA"
"swsh2-104","Barbaracle","Pokémon","swsh2",0.18,"Rare","Anesaki Dynamic"
"swsh2-107","Coalossal","Pokémon","swsh2",0.53,"Rare Holo","Shin Nagasawa"
"swsh2-108","Sandaconda V","Pokémon","swsh2",1.35,"Rare Holo V","aky CG Works"
"swsh2-110","Falinks V","Pokémon","swsh2",1.79,"Rare Holo V","aky CG Works"
"swsh2-111","Stonjourner","Pokémon","swsh2",0.35,"Rare Holo","Kouki Saitou"
"swsh2-113","Galarian Weezing","Pokémon","swsh2",0.63,"Rare Holo","Mitsuhiro Arita"
"swsh2-116","Spiritomb","Pokémon","swsh2",0.39,"Rare","Tomokazu Komiya"
"swsh2-118","Garbodor","Pokémon","swsh2",0.15,"Rare","AKIRA EGAWA"
"swsh2-120","Mandibuzz","Pokémon","swsh2",0.14,"Rare","kodama"
"swsh2-121","Malamar V","Pokémon","swsh2",1.28,"Rare Holo V","Eske Yoshinob"
"swsh2-122","Malamar VMAX","Pokémon","swsh2",1.73,"Rare Holo VMAX","5ban Graphics"
"swsh2-125","Grimmsnarl","Pokémon","swsh2",0.38,"Rare Holo","nagimiso"
"swsh2-127","Galarian Perrserker","Pokémon","swsh2",0.14,"Rare","Naoki Saito"
"swsh2-128","Scizor","Pokémon","swsh2",0.23,"Rare","Ryuta Fuse"
"swsh2-13","Abomasnow","Pokémon","swsh2",0.3,"Rare","Kazuma Koda"
"swsh2-131","Probopass","Pokémon","swsh2",0.24,"Rare","Anesaki Dynamic"
"swsh2-135","Aegislash","Pokémon","swsh2",0.28,"Rare","Ryuta Fuse"
"swsh2-136","Copperajah V","Pokémon","swsh2",1.68,"Rare Holo V","5ban Graphics"
"swsh2-137","Copperajah VMAX","Pokémon","swsh2",2.32,"Rare Holo VMAX","5ban Graphics"
"swsh2-138","Duraludon","Pokémon","swsh2",0.69,"Rare Holo","Shin Nagasawa"
"swsh2-139","Zacian","Pokémon","swsh2",0.64,"Rare","Hideki Ishikawa"
"swsh2-140","Zamazenta","Pokémon","swsh2",0.6,"Rare","Hideki Ishikawa"
"swsh2-141","Snorlax","Pokémon","swsh2",0.54,"Rare","Eri Yamaki"
"swsh2-145","Unfezant","Pokémon","swsh2",0.33,"Rare","Naoyo Kimura"
"swsh2-147","Diggersby","Pokémon","swsh2",0.22,"Rare","kodama"
"swsh2-15","Trevenant","Pokémon","swsh2",0.29,"Rare","kawayoo"
"swsh2-152","Greedent","Pokémon","swsh2",0.18,"Rare","kirisAki"
"swsh2-153","Dubwool V","Pokémon","swsh2",1.07,"Rare Holo V","5ban Graphics"
"swsh2-154","Boss's Orders","Trainer","swsh2",0,"Rare Holo","nagimiso"
"swsh2-17","Rillaboom V","Pokémon","swsh2",1.73,"Rare Holo V","5ban Graphics"
"swsh2-175","Rillaboom V","Pokémon","swsh2",5.26,"Rare Ultra","5ban Graphics"
"swsh2-176","Eldegoss V","Pokémon","swsh2",3.61,"Rare Ultra","5ban Graphics"
"swsh2-177","Ninetales V","Pokémon","swsh2",15.78,"Rare Ultra","Saki Hayashiro"
"swsh2-178","Cinderace V","Pokémon","swsh2",6.64,"Rare Ultra","5ban Graphics"
"swsh2-179","Milotic V","Pokémon","swsh2",10.04,"Rare Ultra","Ayaka Yoshida"
"swsh2-18","Rillaboom VMAX","Pokémon","swsh2",3.03,"Rare Holo VMAX","5ban Graphics"
"swsh2-180","Inteleon V","Pokémon","swsh2",4.7,"Rare Ultra","5ban Graphics"
"swsh2-181","Boltund V","Pokémon","swsh2",3.62,"Rare Ultra","aky CG Works"
"swsh2-182","Toxtricity V","Pokémon","swsh2",4.37,"Rare Ultra","5ban Graphics"
"swsh2-183","Dragapult V","Pokémon","swsh2",6.45,"Rare Ultra","aky CG Works"
"swsh2-184","Sandaconda V","Pokémon","swsh2",4.64,"Rare Ultra","aky CG Works"
"swsh2-185","Falinks V","Pokémon","swsh2",4.03,"Rare Ultra","aky CG Works"
"swsh2-186","Malamar V","Pokémon","swsh2",6.12,"Rare Ultra","Eske Yoshinob"
"swsh2-187","Copperajah V","Pokémon","swsh2",3.11,"Rare Ultra","5ban Graphics"
"swsh2-188","Dubwool V","Pokémon","swsh2",3.39,"Rare Ultra","5ban Graphics"
"swsh2-189","Boss's Orders","Trainer","swsh2",29.54,"Rare Ultra","nagimiso"
"swsh2-19","Eldegoss V","Pokémon","swsh2",0.81,"Rare Holo V","5ban Graphics"
"swsh2-190","Milo","Trainer","swsh2",3.74,"Rare Ultra","Hitoshi Ariga"
"swsh2-191","Oleana","Trainer","swsh2",8.57,"Rare Ultra","kirisAki"
"swsh2-192","Sonia","Trainer","swsh2",21.56,"Rare Ultra","Naoki Saito"
"swsh2-193","Rillaboom VMAX","Pokémon","swsh2",13.72,"Rare Rainbow","5ban Graphics"
"swsh2-194","Cinderace VMAX","Pokémon","swsh2",14.71,"Rare Rainbow","5ban Graphics"
"swsh2-195","Inteleon VMAX","Pokémon","swsh2",11.98,"Rare Rainbow","5ban Graphics"
"swsh2-196","Toxtricity VMAX","Pokémon","swsh2",9.24,"Rare Rainbow","5ban Graphics"
"swsh2-197","Dragapult VMAX","Pokémon","swsh2",11.14,"Rare Rainbow","aky CG Works"
"swsh2-198","Malamar VMAX","Pokémon","swsh2",10.81,"Rare Rainbow","5ban Graphics"
"swsh2-199","Copperajah VMAX","Pokémon","swsh2",11.63,"Rare Rainbow","5ban Graphics"
"swsh2-200","Boss's Orders","Trainer","swsh2",16.78,"Rare Rainbow","nagimiso"
"swsh2-201","Milo","Trainer","swsh2",6.61,"Rare Rainbow","Hitoshi Ariga"
"swsh2-202","Oleana","Trainer","swsh2",8.66,"Rare Rainbow","kirisAki"
"swsh2-203","Sonia","Trainer","swsh2",11.96,"Rare Rainbow","Naoki Saito"
"swsh2-204","Frosmoth","Pokémon","swsh2",10.58,"Rare Secret","PLANETA Tsuji"
"swsh2-205","Galarian Perrserker","Pokémon","swsh2",17.08,"Rare Secret","PLANETA Tsuji"
"swsh2-206","Big Charm","Trainer","swsh2",4.74,"Rare Secret","inose yukie"
"swsh2-207","Scoop Up Net","Trainer","swsh2",7.53,"Rare Secret","Ryo Ueda"
"swsh2-208","Tool Scrapper","Trainer","swsh2",4.48,"Rare Secret","Studio Bora Inc."
"swsh2-22","Flapple","Pokémon","swsh2",0.43,"Rare Holo","Shin Nagasawa"
"swsh2-23","Appletun","Pokémon","swsh2",0.44,"Rare Holo","Akira Komayama"
"swsh2-25","Ninetales","Pokémon","swsh2",0.26,"Rare","AKIRA EGAWA"
"swsh2-26","Ninetales V","Pokémon","swsh2",2.33,"Rare Holo V","Saki Hayashiro"
"swsh2-28","Arcanine","Pokémon","swsh2",0.28,"Rare","Hasuno"
"swsh2-3","Butterfree","Pokémon","swsh2",0.22,"Rare","Taira Akitsu"
"swsh2-30","Magmortar","Pokémon","swsh2",0.21,"Rare","Kazuma Koda"
"swsh2-33","Chandelure","Pokémon","swsh2",0.49,"Rare Holo","Taira Akitsu"
"swsh2-35","Cinderace V","Pokémon","swsh2",1.83,"Rare Holo V","5ban Graphics"
"swsh2-36","Cinderace VMAX","Pokémon","swsh2",3.2,"Rare Holo VMAX","5ban Graphics"
"swsh2-38","Galarian Mr. Rime","Pokémon","swsh2",0.17,"Rare","Mitsuhiro Arita"
"swsh2-40","Gyarados","Pokémon","swsh2",1.41,"Rare Holo","hatachu"
"swsh2-43","Milotic V","Pokémon","swsh2",2.71,"Rare Holo V","Ayaka Yoshida"
"swsh2-46","Seismitoad","Pokémon","swsh2",0.42,"Rare","SATOSHI NAKAI"
"swsh2-48","Galarian Darmanitan","Pokémon","swsh2",0.23,"Rare","Kouki Saitou"
"swsh2-49","Inteleon V","Pokémon","swsh2",0.97,"Rare Holo V","5ban Graphics"
"swsh2-50","Inteleon VMAX","Pokémon","swsh2",2.27,"Rare Holo VMAX","5ban Graphics"
"swsh2-51","Cramorant","Pokémon","swsh2",0.27,"Rare","Mitsuhiro Arita"
"swsh2-53","Barraskewda","Pokémon","swsh2",0.25,"Rare","Kouki Saitou"
"swsh2-54","Eiscue","Pokémon","swsh2",0.49,"Rare Holo","Kagemaru Himeno"
"swsh2-55","Eiscue V","Pokémon","swsh2",1.61,"Rare Holo V","PLANETA Tsuji"
"swsh2-59","Electivire","Pokémon","swsh2",0.34,"Rare","tetsuya koizumi"
"swsh2-62","Luxray","Pokémon","swsh2",0.4,"Rare Holo","Hasuno"
"swsh2-66","Vikavolt","Pokémon","swsh2",0.43,"Rare Holo","kawayoo"
"swsh2-67","Boltund V","Pokémon","swsh2",1.71,"Rare Holo V","aky CG Works"
"swsh2-69","Toxtricity","Pokémon","swsh2",0.19,"Rare","TOKIYA"
"swsh2-70","Toxtricity V","Pokémon","swsh2",1.41,"Rare Holo V","5ban Graphics"
"swsh2-71","Toxtricity VMAX","Pokémon","swsh2",2.95,"Rare Holo VMAX","5ban Graphics"
"swsh2-72","Pincurchin V","Pokémon","swsh2",1.45,"Rare Holo V","PLANETA Igarashi"
"swsh2-75","Clefable","Pokémon","swsh2",0.56,"Rare Holo","miki kudo"
"swsh2-79","Galarian Cursola","Pokémon","swsh2",0.61,"Rare Holo","Kagemaru Himeno"
"swsh2-80","Sigilyph","Pokémon","swsh2",0.15,"Rare","Naoyo Kimura"
"swsh2-85","Hatterene","Pokémon","swsh2",0.36,"Rare Holo","Kagemaru Himeno"
"swsh2-87","Alcremie","Pokémon","swsh2",0.36,"Rare","Mizue"
"swsh2-9","Ludicolo","Pokémon","swsh2",0.26,"Rare","Masakazu Fukuda"
"swsh2-91","Dragapult","Pokémon","swsh2",0.64,"Rare Holo","Shin Nagasawa"
"swsh2-92","Dragapult V","Pokémon","swsh2",1.79,"Rare Holo V","aky CG Works"
"swsh2-93","Dragapult VMAX","Pokémon","swsh2",2.4,"Rare Holo VMAX","aky CG Works"
"swsh2-95","Galarian Sirfetch'd","Pokémon","swsh2",0.24,"Rare Holo","You Iribi"
"swsh3-1","Butterfree V","Pokémon","swsh3",1.54,"Rare Holo V","Saki Hayashiro"
"swsh3-10","Accelgor","Pokémon","swsh3",0.17,"Rare","Shigenori Negishi"
"swsh3-101","Muk","Pokémon","swsh3",0.14,"Rare","Eri Yamaki"
"swsh3-104","Crobat V","Pokémon","swsh3",1.21,"Rare Holo V","PLANETA Mochizuki"
"swsh3-105","Darkrai","Pokémon","swsh3",0.46,"Rare Holo","nagimiso"
"swsh3-107","Liepard","Pokémon","swsh3",0.18,"Rare","Hasuno"
"swsh3-110","Hydreigon","Pokémon","swsh3",0,"Rare","kawayoo"
"swsh3-111","Hoopa","Pokémon","swsh3",0.38,"Rare Holo","so-taro"
"swsh3-113","Thievul","Pokémon","swsh3",0.14,"Rare","Akira Komayama"
"swsh3-114","Grimmsnarl V","Pokémon","swsh3",1.05,"Rare Holo V","5ban Graphics"
"swsh3-115","Grimmsnarl VMAX","Pokémon","swsh3",2.09,"Rare Holo VMAX","5ban Graphics"
"swsh3-116","Eternatus V","Pokémon","swsh3",1.45,"Rare Holo V","5ban Graphics"
"swsh3-117","Eternatus VMAX","Pokémon","swsh3",3.87,"Rare Holo VMAX","5ban Graphics"
"swsh3-118","Scizor V","Pokémon","swsh3",1.42,"Rare Holo V","Shin Nagasawa"
"swsh3-119","Scizor VMAX","Pokémon","swsh3",3.43,"Rare Holo VMAX","5ban Graphics"
"swsh3-123","Aggron","Pokémon","swsh3",0.39,"Rare Holo","Hasuno"
"swsh3-124","Escavalier","Pokémon","swsh3",0.14,"Rare","Anesaki Dynamic"
"swsh3-127","Klinklang","Pokémon","swsh3",0.19,"Rare","Naoki Saito"
"swsh3-128","Galarian Stunfisk V","Pokémon","swsh3",0.73,"Rare Holo V","PLANETA Tsuji"
"swsh3-13","Decidueye","Pokémon","swsh3",0.39,"Rare Holo","Ryota Murayama"
"swsh3-130","Melmetal","Pokémon","swsh3",0.18,"Rare","NC Empire"
"swsh3-132","Copperajah","Pokémon","swsh3",0.37,"Rare Holo","Kouki Saitou"
"swsh3-133","Kangaskhan","Pokémon","swsh3",0.52,"Rare Holo","kawayoo"
"swsh3-140","Lugia","Pokémon","swsh3",0.31,"Rare","Hasuno"
"swsh3-142","Delcatty","Pokémon","swsh3",0.18,"Rare","Tika Matsuno"
"swsh3-143","Salamence V","Pokémon","swsh3",0.99,"Rare Holo V","Saki Hayashiro"
"swsh3-144","Salamence VMAX","Pokémon","swsh3",2.8,"Rare Holo VMAX","5ban Graphics"
"swsh3-147","Staraptor","Pokémon","swsh3",0.17,"Rare","AKIRA EGAWA"
"swsh3-149","Swanna","Pokémon","swsh3",0.14,"Rare","Taira Akitsu"
"swsh3-153","Greedent","Pokémon","swsh3",0.23,"Rare","Kouki Saitou"
"swsh3-156","Corviknight","Pokémon","swsh3",1.66,"Rare Holo","Kouki Saitou"
"swsh3-16","Tsareena","Pokémon","swsh3",0.18,"Rare","so-taro"
"swsh3-177","Butterfree V","Pokémon","swsh3",4.15,"Rare Ultra","Saki Hayashiro"
"swsh3-178","Houndoom V","Pokémon","swsh3",3.38,"Rare Ultra","Ayaka Yoshida"
"swsh3-179","Centiskorch V","Pokémon","swsh3",2,"Rare Ultra","5ban Graphics"
"swsh3-18","Golisopod","Pokémon","swsh3",0.36,"Rare Holo","Ryuta Fuse"
"swsh3-180","Vikavolt V","Pokémon","swsh3",2.83,"Rare Ultra","Ayaka Yoshida"
"swsh3-181","Rhyperior V","Pokémon","swsh3",2.78,"Rare Ultra","Eske Yoshinob"
"swsh3-182","Crobat V","Pokémon","swsh3",3.7,"Rare Ultra","PLANETA Mochizuki"
"swsh3-183","Scizor V","Pokémon","swsh3",4.04,"Rare Ultra","Satoshi Shirai"
"swsh3-184","Galarian Stunfisk V","Pokémon","swsh3",1.58,"Rare Ultra","PLANETA Tsuji"
"swsh3-185","Salamence V","Pokémon","swsh3",4.04,"Rare Ultra","Saki Hayashiro"
"swsh3-186","Kabu","Trainer","swsh3",2.42,"Rare Ultra","Hitoshi Ariga"
"swsh3-187","Piers","Trainer","swsh3",2.84,"Rare Ultra","kirisAki"
"swsh3-188","Pokémon Breeder's Nurturing","Trainer","swsh3",3.23,"Rare Ultra","kirisAki"
"swsh3-189","Rose","Trainer","swsh3",2.89,"Rare Ultra","Naoki Saito"
"swsh3-19","Charizard V","Pokémon","swsh3",6.76,"Rare Holo V","aky CG Works"
"swsh3-190","Butterfree VMAX","Pokémon","swsh3",8.83,"Rare Rainbow","aky CG Works"
"swsh3-191","Centiskorch VMAX","Pokémon","swsh3",5.34,"Rare Rainbow","5ban Graphics"
"swsh3-192","Eternatus VMAX","Pokémon","swsh3",9.68,"Rare Rainbow","5ban Graphics"
"swsh3-193","Scizor VMAX","Pokémon","swsh3",9.6,"Rare Rainbow","5ban Graphics"
"swsh3-194","Salamence VMAX","Pokémon","swsh3",12.56,"Rare Rainbow","5ban Graphics"
"swsh3-195","Pokémon Breeder's Nurturing","Trainer","swsh3",5.74,"Rare Rainbow","kirisAki"
"swsh3-196","Rose","Trainer","swsh3",3.61,"Rare Rainbow","Naoki Saito"
"swsh3-197","Rillaboom","Pokémon","swsh3",10.95,"Rare Secret","5ban Graphics"
"swsh3-198","Coalossal","Pokémon","swsh3",8.21,"Rare Secret","PLANETA Tsuji"
"swsh3-199","Big Parasol","Trainer","swsh3",3.56,"Rare Secret","Toyste Beach"
"swsh3-2","Butterfree VMAX","Pokémon","swsh3",3.3,"Rare Holo VMAX","aky CG Works"
"swsh3-20","Charizard VMAX","Pokémon","swsh3",41.45,"Rare Holo VMAX","aky CG Works"
"swsh3-200","Turbo Patch","Trainer","swsh3",4.91,"Rare Secret","Toyste Beach"
"swsh3-21","Houndoom V","Pokémon","swsh3",1.48,"Rare Holo V","Ayaka Yoshida"
"swsh3-24","Blaziken","Pokémon","swsh3",0.46,"Rare Holo","Ryuta Fuse"
"swsh3-25","Heatran","Pokémon","swsh3",0.33,"Rare Holo","Anesaki Dynamic"
"swsh3-28","Galarian Darmanitan","Pokémon","swsh3",0.2,"Rare","Misa Tsutsui"
"swsh3-30","Volcarona","Pokémon","swsh3",0.14,"Rare","NC Empire"
"swsh3-32","Talonflame","Pokémon","swsh3",0.16,"Rare","kawayoo"
"swsh3-33","Centiskorch V","Pokémon","swsh3",0.9,"Rare Holo V","5ban Graphics"
"swsh3-34","Centiskorch VMAX","Pokémon","swsh3",2.02,"Rare Holo VMAX","5ban Graphics"
"swsh3-36","Galarian Mr. Rime","Pokémon","swsh3",8.57,"Rare","Naoki Saito"
"swsh3-37","Suicune","Pokémon","swsh3",1,"Rare Holo","so-taro"
"swsh3-39","Milotic","Pokémon","swsh3",0.49,"Rare Holo","AKIRA EGAWA"
"swsh3-44","Galarian Darmanitan","Pokémon","swsh3",0.24,"Rare","Masakazu Fukuda"
"swsh3-47","Vanilluxe","Pokémon","swsh3",0.12,"Rare","kodama"
"swsh3-49","Beartic","Pokémon","swsh3",0.15,"Rare","Masakazu Fukuda"
"swsh3-53","Dracovish","Pokémon","swsh3",0.98,"Rare Holo","Hitoshi Ariga"
"swsh3-54","Arctovish","Pokémon","swsh3",0.31,"Rare","Shin Nagasawa"
"swsh3-57","Ampharos","Pokémon","swsh3",0.2,"Rare","kodama"
"swsh3-59","Manectric","Pokémon","swsh3",0.21,"Rare","nagimiso"
"swsh3-60","Vikavolt V","Pokémon","swsh3",0.75,"Rare Holo V","Ayaka Yoshida"
"swsh3-61","Tapu Koko","Pokémon","swsh3",0.53,"Rare Holo","Hasuno"
"swsh3-63","Toxtricity","Pokémon","swsh3",0.2,"Rare Holo","Shin Nagasawa"
"swsh3-64","Pincurchin","Pokémon","swsh3",0.32,"Rare Holo","Shin Nagasawa"
"swsh3-65","Dracozolt","Pokémon","swsh3",0.29,"Rare","Misa Tsutsui"
"swsh3-66","Arctozolt","Pokémon","swsh3",0.8,"Rare Holo","Hitoshi Ariga"
"swsh3-68","Wigglytuff","Pokémon","swsh3",0.16,"Rare","Lee HyunJung"
"swsh3-69","Mew V","Pokémon","swsh3",1.57,"Rare Holo V","PLANETA Mochizuki"
"swsh3-71","Granbull","Pokémon","swsh3",0.09,"Rare","SATOSHI NAKAI"
"swsh3-75","Gothitelle","Pokémon","swsh3",0.24,"Rare","Eri Yamaki"
"swsh3-77","Golurk","Pokémon","swsh3",0.14,"Rare","Anesaki Dynamic"
"swsh3-81","Mimikyu","Pokémon","swsh3",0.22,"Rare","Ryota Murayama"
"swsh3-88","Tyranitar","Pokémon","swsh3",0.42,"Rare Holo","nagimiso"
"swsh3-91","Flygon","Pokémon","swsh3",0.2,"Rare","hatachu"
"swsh3-94","Hippowdon","Pokémon","swsh3",0.21,"Rare","KEIICHIRO ITO"
"swsh3-95","Rhyperior V","Pokémon","swsh3",1.17,"Rare Holo V","Eske Yoshinob"
"swsh3-96","Diggersby","Pokémon","swsh3",0.17,"Rare","0313"
"swsh3-98","Galarian Sirfetch'd","Pokémon","swsh3",8.1,"Rare","Ryota Murayama"
"swsh3-99","Galarian Slowbro V","Pokémon","swsh3",0.87,"Rare Holo V","5ban Graphics"
"swsh35-1","Venusaur V","Pokémon","swsh35",2.44,"Rare Holo V","PLANETA Mochizuki"
"swsh35-10","Centiskorch","Pokémon","swsh35",0.15,"Rare Holo","Shin Nagasawa"
"swsh35-13","Wailord V","Pokémon","swsh35",1.39,"Rare Holo V","PLANETA Mochizuki"
"swsh35-14","Drednaw V","Pokémon","swsh35",1.34,"Rare Holo V","aky CG Works"
"swsh35-15","Drednaw VMAX","Pokémon","swsh35",2.08,"Rare Holo VMAX","aky CG Works"
"swsh35-16","Gardevoir V","Pokémon","swsh35",1.75,"Rare Holo V","Kagemaru Himeno"
"swsh35-17","Gardevoir VMAX","Pokémon","swsh35",2.76,"Rare Holo VMAX","5ban Graphics"
"swsh35-20","Hatterene","Pokémon","swsh35",0.12,"Rare Holo","Naoki Saito"
"swsh35-21","Galarian Cursola V","Pokémon","swsh35",1.13,"Rare Holo V","5ban Graphics"
"swsh35-22","Alcremie V","Pokémon","swsh35",1.41,"Rare Holo V","Ayaka Yoshida"
"swsh35-23","Alcremie VMAX","Pokémon","swsh35",2.39,"Rare Holo VMAX","5ban Graphics"
"swsh35-26","Machamp","Pokémon","swsh35",0.19,"Rare Holo","Anesaki Dynamic"
"swsh35-27","Lucario V","Pokémon","swsh35",1.42,"Rare Holo V","AKIRA EGAWA"
"swsh35-28","Zygarde","Pokémon","swsh35",0.13,"Rare Holo","Shin Nagasawa"
"swsh35-30","Lycanroc","Pokémon","swsh35",0.18,"Rare Holo","Ryuta Fuse"
"swsh35-32","Grapploct V","Pokémon","swsh35",1.21,"Rare Holo V","PLANETA Igarashi"
"swsh35-37","Galarian Obstagoon","Pokémon","swsh35",0.39,"Rare Holo","Shin Nagasawa"
"swsh35-42","Scrafty","Pokémon","swsh35",0.1,"Rare Holo","tetsuya koizumi"
"swsh35-47","Duraludon V","Pokémon","swsh35",1.55,"Rare Holo V","aky CG Works"
"swsh35-49","Altaria","Pokémon","swsh35",0.23,"Rare Holo","Taira Akitsu"
"swsh35-5","Eldegoss V","Pokémon","swsh35",1.15,"Rare Holo V","5ban Graphics"
"swsh35-56","Marnie","Trainer","swsh35",0.3,"Rare Holo","kirisAki"
"swsh35-62","Professor's Research (Professor Magnolia)","Trainer","swsh35",0.15,"Rare Holo","Yusuke Ohmura"
"swsh35-69","Drednaw V","Pokémon","swsh35",1.63,"Rare Ultra","aky CG Works"
"swsh35-70","Gardevoir V","Pokémon","swsh35",3.04,"Rare Ultra","PLANETA Mochizuki"
"swsh35-71","Galarian Cursola V","Pokémon","swsh35",1.62,"Rare Ultra","5ban Graphics"
"swsh35-72","Grapploct V","Pokémon","swsh35",1.59,"Rare Ultra","PLANETA Igarashi"
"swsh35-73","Hop","Trainer","swsh35",1.21,"Rare Ultra","Naoki Saito"
"swsh35-74","Charizard VMAX","Pokémon","swsh35",194.26,"Rare Rainbow","aky CG Works"
"swsh35-75","Drednaw VMAX","Pokémon","swsh35",4.22,"Rare Rainbow","aky CG Works"
"swsh35-76","Gardevoir VMAX","Pokémon","swsh35",6.64,"Rare Rainbow","5ban Graphics"
"swsh35-77","Kabu","Trainer","swsh35",3.94,"Rare Rainbow","Hitoshi Ariga"
"swsh35-78","Piers","Trainer","swsh35",3.75,"Rare Rainbow","kirisAki"
"swsh35-79","Charizard V","Pokémon","swsh35",200.48,"Rare Secret","5ban Graphics"
"swsh35-8","Incineroar V","Pokémon","swsh35",1.48,"Rare Holo V","Kouki Saitou"
"swsh35-80","Suspicious Food Tin","Trainer","swsh35",2.44,"Rare Secret","Ryo Ueda"
"swsh4-101","Grapploct","Pokémon","swsh4",0.09,"Rare","Hitoshi Ariga"
"swsh4-102","Zamazenta","Pokémon","swsh4",2.97,"Amazing Rare","aky CG Works"
"swsh4-106","Drapion V","Pokémon","swsh4",0.81,"Rare Holo V","Eske Yoshinob"
"swsh4-109","Krookodile","Pokémon","swsh4",0.13,"Rare","Ryuta Fuse"
"swsh4-111","Garbodor","Pokémon","swsh4",0.14,"Rare","Hasuno"
"swsh4-113","Galarian Perrserker","Pokémon","swsh4",0.15,"Rare","Shin Nagasawa"
"swsh4-114","Forretress","Pokémon","swsh4",0.1,"Rare","Atsuko Nishida"
"swsh4-115","Steelix V","Pokémon","swsh4",1.25,"Rare Holo V","Satoshi Shirai"
"swsh4-118","Metagross","Pokémon","swsh4",0.1,"Rare","kawayoo"
